# index, s_values, normalised s_values, cumulative energy 
0 35.3785 1       0.9706642212 
1 4.36618 0.123414       0.9854483344 
2 3.87142 0.109429       0.9970717235 
3 1.08556 0.0306843       0.9979856294 
4 0.849856 0.0240218       0.9985457499 
5 0.750223 0.0212056       0.9989822375 
6 0.488924 0.0138198       0.9991676226 
7 0.483563 0.0136683       0.9993489644 
8 0.409843 0.0115845       0.9994792292 
9 0.340564 0.00962631       0.9995691765 
10 0.326983 0.00924245       0.9996520934 
11 0.297813 0.00841791       0.9997208758 
12 0.272105 0.00769128       0.9997782961 
13 0.231171 0.00653423       0.9998197397 
14 0.208525 0.00589413       0.9998534614 
15 0.18693 0.00528371         0.99988056 
16 0.154176 0.0043579       0.9998989942 
17 0.134061 0.00378935       0.9999129321 
18 0.116348 0.00328868       0.9999234303 
19 0.11339 0.00320507       0.9999334014 
20 0.108726 0.00307323        0.999942569 
21 0.102398 0.00289435       0.9999507005 
22 0.0899341 0.00254206        0.999956973 
23 0.0827306 0.00233844       0.9999622809 
24 0.07225 0.0020422       0.9999663292 
25 0.0685282 0.001937       0.9999699711 
26 0.0649546 0.00183599        0.999973243 
27 0.0592472 0.00167467       0.9999759653 
28 0.0584737 0.0016528       0.9999786169 
29 0.0537761 0.00152003       0.9999808596 
30 0.049995 0.00141315        0.999982798 
31 0.0464357 0.00131254       0.9999844702 
32 0.0460362 0.00130125       0.9999861138 
33 0.0440202 0.00124427       0.9999876166 
34 0.0408132 0.00115362       0.9999889084 
35 0.0376386 0.00106388        0.999990007 
36 0.0362432 0.00102444       0.9999910257 
37 0.0336295 0.000950566       0.9999919028 
38 0.0328128 0.000927479       0.9999927378 
39 0.0295328 0.000834767       0.9999934142 
40 0.0280371 0.000792489       0.9999940238 
41 0.0268431 0.000758742       0.9999945826 
42 0.0262329 0.000741494       0.9999951163 
43 0.0245425 0.000693713       0.9999955834 
44 0.0235925 0.000666861       0.9999960151 
45 0.0225113 0.0006363       0.9999964081 
46 0.0201184 0.000568664        0.999996722 
47 0.0191566 0.000541476       0.9999970065 
48 0.0178244 0.000503822       0.9999972529 
49 0.0171941 0.000486004       0.9999974822 
50 0.0158522 0.000448075       0.9999976771 
51 0.0153906 0.000435027       0.9999978608 
52 0.0148466 0.000419652       0.9999980317 
53 0.0135927 0.000384209        0.999998175 
54 0.0132061 0.00037328       0.9999983103 
55 0.0130128 0.000367817       0.9999984416 
56 0.0122077 0.00034506       0.9999985572 
57 0.0119594 0.000338042       0.9999986681 
58 0.0112896 0.000319109       0.9999987669 
59 0.011209 0.000316831       0.9999988644 
60 0.0103037 0.000291242       0.9999989467 
61 0.00958704 0.000270985        0.999999018 
62 0.00921508 0.000260472       0.9999990838 
63 0.00878084 0.000248197       0.9999991436 
64 0.00835117 0.000236052       0.9999991977 
65 0.00807217 0.000228166       0.9999992482 
66 0.00794985 0.000224709       0.9999992973 
67 0.00768171 0.00021713        0.999999343 
68 0.00750588 0.00021216       0.9999993867 
69 0.00721832 0.000204032       0.9999994271 
70 0.00688324 0.00019456       0.9999994639 
