# index, s_values, normalised s_values, cumulative energy 
71 0.0067244 0.000190071       0.9999994989 
72 0.00664418 0.000187803       0.9999995332 
73 0.00648884 0.000183412       0.9999995658 
74 0.00625608 0.000176833       0.9999995962 
75 0.00621419 0.000175649       0.9999996261 
76 0.00586974 0.000165913       0.9999996528 
77 0.00557509 0.000157584       0.9999996769 
78 0.0055299 0.000156307       0.9999997007 
79 0.00514067 0.000145305       0.9999997211 
80 0.004859 0.000137343       0.9999997395 
81 0.00474511 0.000134124       0.9999997569 
82 0.00455914 0.000128868        0.999999773 
83 0.00453538 0.000128196        0.999999789 
84 0.00429816 0.000121491       0.9999998033 
85 0.00418794 0.000118375       0.9999998169 
86 0.00403464 0.000114042       0.9999998295 
87 0.00386154 0.000109149       0.9999998411 
88 0.00379961 0.000107399       0.9999998523 
89 0.00361539 0.000102192       0.9999998624 
90 0.00328291 9.27941e-05       0.9999998708 
91 0.00319165 9.02145e-05       0.9999998787 
92 0.00314463 8.88854e-05       0.9999998864 
93 0.00302395 8.54744e-05       0.9999998935 
94 0.00292519 8.26829e-05       0.9999999001 
95 0.00286657 8.10258e-05       0.9999999065 
96 0.00278834 7.88148e-05       0.9999999125 
97 0.0026192 7.40337e-05       0.9999999178 
98 0.00249901 7.06364e-05       0.9999999227 
99 0.00244647 6.91515e-05       0.9999999273 
100 0.00240826 6.80713e-05       0.9999999318 
101 0.0023385 6.60996e-05        0.999999936 
102 0.00228111 6.44774e-05       0.9999999401 
103 0.00217994 6.16177e-05       0.9999999438 
104 0.00211055 5.96564e-05       0.9999999472 
105 0.00210356 5.94587e-05       0.9999999506 
106 0.00200691 5.6727e-05       0.9999999538 
107 0.00196606 5.55722e-05       0.9999999568 
108 0.00189679 5.36142e-05       0.9999999596 
109 0.00173323 4.89911e-05       0.9999999619 
110 0.00172059 4.86339e-05       0.9999999642 
111 0.0016683 4.71559e-05       0.9999999663 
112 0.00159555 4.50996e-05       0.9999999683 
113 0.0015725 4.44479e-05       0.9999999702 
114 0.00155435 4.39349e-05       0.9999999721 
115 0.00151581 4.28455e-05       0.9999999739 
116 0.00148324 4.19248e-05       0.9999999756 
117 0.00135914 3.84172e-05        0.999999977 
118 0.00132164 3.73573e-05       0.9999999784 
119 0.00128389 3.62903e-05       0.9999999797 
120 0.00123262 3.48408e-05       0.9999999808 
121 0.00121161 3.42471e-05        0.999999982 
122 0.00114352 3.23226e-05        0.999999983 
123 0.00112535 3.18089e-05        0.999999984 
124 0.00109858 3.10524e-05       0.9999999849 
125 0.00103244 2.91826e-05       0.9999999857 
126 0.00100396 2.83778e-05       0.9999999865 
127 0.0009758 2.75818e-05       0.9999999873 
128 0.000942858 2.66506e-05       0.9999999879 
129 0.000924747 2.61387e-05       0.9999999886 
130 0.000884414 2.49986e-05       0.9999999892 
131 0.000865434 2.44622e-05       0.9999999898 
132 0.000832814 2.35401e-05       0.9999999903 
133 0.000814406 2.30198e-05       0.9999999908 
134 0.000798098 2.25589e-05       0.9999999913 
135 0.000796595 2.25164e-05       0.9999999918 
136 0.000766072 2.16536e-05       0.9999999923 
137 0.000735186 2.07806e-05       0.9999999927 
138 0.000714869 2.02063e-05       0.9999999931 
139 0.00069821 1.97355e-05       0.9999999935 
140 0.000668313 1.88904e-05       0.9999999938 
141 0.000654595 1.85026e-05       0.9999999942 
142 0.000618119 1.74716e-05       0.9999999945 
143 0.000609322 1.7223e-05       0.9999999947 
144 0.000591379 1.67158e-05        0.999999995 
145 0.000570823 1.61348e-05       0.9999999953 
146 0.000564892 1.59671e-05       0.9999999955 
147 0.000555966 1.57148e-05       0.9999999958 
148 0.000537464 1.51918e-05        0.999999996 
149 0.000527936 1.49225e-05       0.9999999962 
150 0.000519318 1.46789e-05       0.9999999964 
151 0.000495846 1.40155e-05       0.9999999966 
152 0.000486313 1.3746e-05       0.9999999968 
153 0.000467469 1.32134e-05        0.999999997 
154 0.000464315 1.31242e-05       0.9999999971 
155 0.000445301 1.25868e-05       0.9999999973 
156 0.00043327 1.22467e-05       0.9999999974 
157 0.000427263 1.20769e-05       0.9999999976 
158 0.000413004 1.16739e-05       0.9999999977 
159 0.000398458 1.12627e-05       0.9999999978 
160 0.000388565 1.09831e-05       0.9999999979 
161 0.000382559 1.08133e-05        0.999999998 
162 0.000372215 1.05209e-05       0.9999999982 
163 0.000363813 1.02835e-05       0.9999999983 
164 0.000359129 1.01511e-05       0.9999999984 
165 0.000348828 9.85991e-06       0.9999999984 
166 0.000335952 9.49594e-06       0.9999999985 
167 0.000334374 9.45136e-06       0.9999999986 
168 0.000324503 9.17232e-06       0.9999999987 
169 0.000324258 9.16539e-06       0.9999999988 
170 0.000315888 8.92882e-06       0.9999999989 
171 0.000310493 8.77633e-06       0.9999999989 
172 0.000299629 8.46926e-06        0.999999999 
173 0.000289489 8.18263e-06       0.9999999991 
174 0.000283968 8.02659e-06       0.9999999991 
175 0.000274787 7.76708e-06       0.9999999992 
176 0.000266849 7.54269e-06       0.9999999992 
177 0.000262308 7.41435e-06       0.9999999993 
178 0.000253171 7.15609e-06       0.9999999994 
179 0.000250402 7.07782e-06       0.9999999994 
180 0.000245852 6.94921e-06       0.9999999994 
181 0.000235381 6.65324e-06       0.9999999995 
182 0.000232233 6.56424e-06       0.9999999995 
183 0.000229723 6.4933e-06       0.9999999996 
184 0.000222173 6.27989e-06       0.9999999996 
185 0.000214368 6.05928e-06       0.9999999996 
186 0.000206349 5.83262e-06       0.9999999997 
187 0.000202328 5.71895e-06       0.9999999997 
188 0.000198562 5.61252e-06       0.9999999997 
189 0.000192341 5.43666e-06       0.9999999998 
190 0.00018505 5.23058e-06       0.9999999998 
191 0.000177436 5.01537e-06       0.9999999998 
192 0.000173166 4.89467e-06       0.9999999998 
193 0.000168963 4.77588e-06       0.9999999999 
194 0.000163725 4.62783e-06       0.9999999999 
195 0.000155052 4.38267e-06       0.9999999999 
196 0.000153592 4.34141e-06       0.9999999999 
197 0.000142289 4.02191e-06       0.9999999999 
198 0.000134652 3.80606e-06                  1 
199 0.000120298 3.40031e-06                  1 
200 0.000115699 3.27033e-06                  1 
201 0.000108131 3.05641e-06                  1 
202 0.000100218 2.83275e-06                  1 
203 8.92439e-05 2.52255e-06                  1 
