-1.956555187511022781e-04,1.434610058364449350e-03,-1.013784487062229303e-03,1.902705647482659046e-03,-4.438569776379653123e-03,2.671790603055222449e-05,6.971708512070428666e-03,4.316680261592158348e-03,4.974849311197330429e-04,1.607680853636558578e-03,3.802803228083674776e-04,3.796628976755946224e-04,-2.493667528707567502e-03,2.451765717161091644e-03,-3.152381181507670112e-03,2.889012825072398687e-03,-3.038194800282151883e-03
2.633265391250591905e-02,7.439749703450140861e-03,-5.676913875729219620e-03,-8.322132874611932671e-03,7.177862343910378171e-04,1.744421375635493102e-03,3.166863233454835988e-03,2.427151737056892911e-02,-2.822958348211694699e-03,-2.455427484511424406e-04,1.717366051802786137e-03,2.039664162538917390e-04,-8.664252991190272979e-03,2.071740301409513100e-03,-9.255676943178647170e-03,-3.121644246765733089e-03,-5.844363284787439279e-03
1.082264797072901704e-04,-8.927598602376749523e-04,-3.802771035376467093e-04,-5.435711917567786697e-03,4.327286186727180226e-03,-8.579128704157186220e-04,-5.231084623917704388e-03,-3.885866772949552427e-03,6.091528515000660740e-03,3.521369656213145342e-03,-2.380610811647778952e-03,5.035538865586589377e-03,-5.086044671951145835e-04,2.393574971150618999e-03,-3.245458687862301083e-03,8.019412181167830805e-03,-2.406716705611456134e-03
1.489277935401418090e-02,-6.602638429878308164e-04,8.884740406780854138e-03,-4.495092070782923804e-02,1.720446914807994762e-02,-1.382736541408897263e-02,1.652603689331422990e-03,-3.336158981505580462e-02,-9.614606963646226551e-03,8.570073650581466404e-03,-1.019020415769069515e-02,1.248244801937882682e-02,4.831234392649403665e-03,1.196402646395772554e-02,1.388204522468719851e-02,1.196917235827062121e-03,5.979308356329362736e-03
1.574373968332045889e-02,-2.233769085770315199e-04,1.414303867154083458e-04,-1.383307625606595894e-03,-4.304567537592915417e-04,-5.623901236006062726e-04,5.353404126508203411e-04,-9.122805888241222868e-04,-8.971082976736968664e-04,3.587638725424985471e-04,-2.182401410041416828e-04,2.587714276599668265e-04,3.402043084629890763e-05,5.112403938938794726e-04,-1.117536692643714737e-04,4.265110306421700313e-04,4.587428623542708572e-05
1.575880180114880985e-02,-2.563960583582728476e-04,-1.182743127159618083e-04,-7.922733849391959925e-05,-1.817822538355176164e-03,1.375293795191541825e-03,3.864365015096654643e-03,7.918608994688549133e-03,-1.253147156812974960e-03,-5.688429889254414083e-03,6.611293612494941775e-03,-5.295784178990753203e-03,-4.804891568931923644e-03,-8.037415557681216322e-03,-1.093963576309339193e-02,-1.918339597829375742e-02,-1.593949984854509463e-02
1.534921465569057120e-02,-2.183791054708466466e-04,2.620041847875674980e-04,5.672491242929427217e-04,-1.908664884290449913e-03,5.878245047880403351e-05,3.811109126629162475e-03,2.046833028454988872e-03,-3.380999159177377859e-03,-2.236539339962422858e-03,2.125872584206383795e-03,-1.802551619910877515e-03,-1.784683962347377150e-03,-1.281843868334836068e-03,-9.941064674504351568e-04,-1.332072156945476860e-04,-2.788402238323465718e-03
1.574342832388508570e-02,-2.248762329732933464e-04,1.435490321008533381e-04,-1.384740984773107217e-03,-4.301021882815898867e-04,-5.627586542637948424e-04,5.347986710144860120e-04,-9.160536397801377281e-04,-8.978527273022259133e-04,3.583865536400791287e-04,-2.178209293167998628e-04,2.581495994919165557e-04,3.487139274479492975e-05,5.103208555311350642e-04,-1.105565876116739490e-04,4.270821260070348994e-04,4.605152497002981221e-05
-8.971249955616059579e-05,-8.331081375517554065e-04,-9.576228852215503459e-04,2.071389521795646924e-03,-6.789547211411247826e-03,-6.558801611988640057e-04,9.897199006974909119e-03,8.138912030768176084e-03,-4.327022933998227530e-03,-1.716475878867877855e-03,2.170259320451339846e-03,2.724130953515385500e-05,-4.559534367521325508e-03,-2.500574585707597422e-04,-4.515374998644848190e-03,-9.973997390636021431e-04,-1.306602585423933096e-03
8.311541575890028192e-05,-1.700526890247863222e-03,4.127582428206344706e-04,4.102166234299333379e-03,-6.490214642554660747e-03,-4.351614385926458068e-04,1.091975195933332123e-02,7.947628730464373001e-03,-7.403768528043423898e-03,-2.906860236762206454e-03,2.363510198138043823e-03,-1.554256007997376369e-03,-5.457221127353824482e-03,1.758419569984478016e-03,-5.755637515037556086e-03,5.176728011161565394e-04,-5.966378657449191054e-03
