-1.956555187511023052e-04,1.434610058364448916e-03,-1.013784487062229086e-03,1.902705647482603535e-03,-4.438569776379600214e-03
2.633265391250591905e-02,7.439749703450136524e-03,-5.676913875729197069e-03,-8.322132874611837261e-03,7.177862343909094476e-04
1.082264797072901840e-04,-8.927598602376745187e-04,-3.802771035376464924e-04,-5.435711917567860423e-03,4.327286186727117775e-03
1.489277935401418264e-02,-6.602638429878327679e-04,8.884740406780868016e-03,-4.495092070783018867e-02,1.720446914807921904e-02
1.574373968332045889e-02,-2.233769085770365072e-04,1.414303867154187541e-04,-1.383307625606615843e-03,-4.304567537592746281e-04
1.575880180114880638e-02,-2.563960583582773471e-04,-1.182743127159528637e-04,-7.922733849375023331e-05,-1.817822538355192644e-03
1.534921465569057120e-02,-2.183791054708509563e-04,2.620041847875778521e-04,5.672491242928446014e-04,-1.908664884290348649e-03
1.574342832388508570e-02,-2.248762329732970056e-04,1.435490321008638548e-04,-1.384740984773122829e-03,-4.301021882815724310e-04
-8.971249955616059579e-05,-8.331081375517548644e-04,-9.576228852215519722e-04,2.071389521795565392e-03,-6.789547211411237418e-03
8.311541575890029547e-05,-1.700526890247864307e-03,4.127582428206328985e-04,4.102166234299120876e-03,-6.490214642554586154e-03
2.827134661105479741e-04,-2.774294611081643252e-03,7.550253230110391288e-04,7.277204769412581181e-03,-4.267071848960597887e-03
2.992612581473650226e-04,-3.728870491153541029e-03,2.637952358882037635e-04,7.035785769907283889e-03,-2.124449573582198707e-03
2.000501423503793248e-04,-3.314421795354359750e-03,2.720055478568691055e-04,5.845549500100563622e-03,-2.033642299485498902e-03
-1.979078991646061490e-04,-2.802849400835600441e-03,-2.278708997391498767e-03,1.909083988714496347e-03,7.935379050259689640e-04
-2.281247025071064555e-04,-3.838436594316456049e-03,-2.847115759265076915e-03,-1.861837460557374006e-03,2.619326595747778746e-03
7.392377757658240567e-06,-5.555199667864925287e-04,-6.315177150985689172e-03,-9.577592646359552042e-03,2.324203292674321682e-04
1.246835751318106644e-04,-4.543960636546814924e-04,-1.036316828262543246e-02,-2.883793231492804560e-02,2.818685597395051857e-03
3.306285604735725858e-03,8.774685413527738911e-03,-1.607299187155522904e-02,-4.043752188577341006e-02,8.977103482608004073e-03
5.882184706741555406e-03,1.346558369510420482e-02,-1.584933349864985075e-02,-4.586640620094631360e-02,1.535666129234186141e-02
1.159924697014687311e-02,1.269196211436845675e-02,-1.436482560478481892e-02,-3.738056063920503630e-02,1.212365888196217760e-02
1.572363559930546259e-02,1.207188991672517205e-02,-1.327699542308176557e-02,-3.360933619513165743e-02,1.066995614345142215e-02
1.975106147679173835e-02,9.748560120591517539e-03,-1.023629891439843502e-02,-2.254344531998727155e-02,6.231830204148475737e-03
2.069063754474492062e-02,8.296777588799167380e-03,-8.959557858700622698e-03,-1.827997443330344959e-02,4.165795611836570038e-03
2.720329472807172730e-02,6.621544300492661177e-03,-4.303139303962706663e-03,-5.481768495324719319e-03,-4.801110624989186632e-04
